,node_idx,node_pos_X,node_pos_Y,prod_code,prod_description,PCI,Density_ARG,RCA_ARG,RCA>=1_ARG,Export_values_ARG,COG_ARG,RCA_BRA,RCA_DEU,RCA_CHN,prod_category,category_description
18,18,-0.45543842342650753,0.010292682685929942,850230,"Electric generating sets, nes",1.2045866471419833,0.08612363239768836,0.041262216700778113,False,1555205.0,0.22354091408640162,0.6239572597581955,2.4969123609914243,0.43429305155430364,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
19,19,-0.5972863030646902,0.291280373537868,850410,Ballasts for discharge lamps or tubes,0.5831780657080049,0.0723941890376477,0.1364041029288783,False,1067498.8,0.144716518150188,0.09344744170467033,1.3794910173910686,2.0768778615218464,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
20,20,0.1927646162374848,0.4386092426246162,853710,"Electrical control and distribution boards, < 1kV",0.5382960406533014,0.08757176857461989,0.0635439062680636,False,11747220.2,0.08824482320956169,0.155177441010861,2.2791280373681997,0.8529635067514614,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
21,21,0.06754009596894081,-0.4388685379225864,854140,Photosensitive/photovoltaic/LED semiconductor devices,0.8285991178029719,0.043215613024072036,0.0019813583270554096,False,328072.6,0.14525375600971943,0.0035249384546991746,0.7179919627021579,2.878817556281762,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
22,22,-0.21281518918738632,-0.5237599014323662,900190,"Prisms, mirrors and optical elements nes, unmounted",1.4785379525036488,0.05595375905451438,0.000749798342227057,False,19721.4,0.309697368103676,0.0037162825481187683,0.8330956861547485,1.7550929188105195,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
23,23,-0.1722226254306432,-0.4961953341121956,900290,"Mounted lenses, prisms, mirrors, optical elements nes",0.904834743257893,0.060492271580346306,0.043014874070116074,False,326750.6,0.24249035289674625,0.01354009402634468,2.5140029473181276,1.0857286733140592,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
24,24,-0.507959658979222,-0.3049489387795722,902730,"Spectrometers, spectrophotometers, etc using light",1.9819020122802542,0.07275577827834358,0.04396548497238422,False,573343.0,0.4405971481491695,0.02131282461347694,2.356459978924504,0.26249864194089784,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
25,25,0.08066106854531904,0.47362719804006503,903210,Thermostats,0.9373441678642335,0.07820735942621486,0.2766106695414705,False,3623317.4,0.17393337409389498,0.15352117129231396,1.5478317454511041,1.3506398866936369,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
26,26,-0.07676933387031155,-0.7037933023779703,840420,Condensers for steam or vapour power units,-0.22037467851192183,0.07069895989209021,0.021756269549996578,False,24770.8,-0.025070402497658885,0.2526848168889461,0.22325841740039495,2.017445449450178,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
27,27,0.18675618775555677,0.47900388159111135,840490,"Steam, vapour generating boiler auxiliary plant parts",0.722068293846615,0.08233014765788256,0.004110654160933421,False,11628.4,0.052573300239305835,0.19281189191207965,0.6218977568651903,1.4341670756456997,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
28,28,0.24524118580477938,-0.44516515795098727,840690,Parts of steam and vapour turbines,1.189109412323364,0.07201050356464796,0.030519456591247714,False,457013.6,0.3062420804895269,0.13116901531279304,1.4227482837164418,1.0403034636874438,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
29,29,-0.29326653204034014,-0.2023568858142862,841199,Parts of gas turbine engines except turbo-jet/prop,1.805274320563218,0.0818225098797412,0.06550947816574701,False,4743323.8,0.44560531245205753,0.06272968363759941,1.1447539686928176,0.22765198753192806,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
30,30,-0.5108924753948259,0.024721279712075,841290,Parts of hydraulic/pneumatic/other power engines,0.7826554824069895,0.09032031961238544,0.06210794554799287,False,1569359.4,0.15841023088673245,1.4390651276098132,1.3488211480185388,1.262946836927506,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
31,31,0.24075923207217778,0.46189765163586327,841780,"Industrial furnace, oven, incinerator non-electric ne",0.46080580085325146,0.08284787637986847,0.29904745557383694,False,1314070.2,0.07422704198978627,0.2452741171694937,0.9615334362950843,2.087567870282263,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
32,32,0.1560420295668525,0.411654902437174,841790,Parts of industrial or laboratory furnaces/ovens,0.5933131454927401,0.09140565373485188,0.028924901255939633,False,209398.8,0.05456655240735025,0.5608879613178197,1.7987512424786793,1.248471273780644,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
33,33,0.703084058861223,-0.008390484711084958,841939,"Non-domestic, non-electric dryers nes",1.3349920643936817,0.09354912587405931,1.1301559356049677,True,7255096.6,0.2611261266295468,0.43081751427956316,2.0744243716280644,1.2407399307654916,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
34,34,0.764090662143504,-0.005361817706780996,841960,Machinery for liquefying air or other gases,0.041031707135613306,0.09548861535423442,1.1032643225388796,True,5773832.4,0.04410725708683639,0.10368910776877852,1.4448675174905286,2.8266149448472584,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
35,35,-0.3753987331802356,-0.0696855114725054,841989,Machinery for treatment by temperature change nes,0.9121723201418273,0.08389404826025984,0.6750189166658574,False,17964092.2,0.17839395427446847,0.54978165064366,2.464828160729979,0.7640543949866192,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
36,36,-0.3113062415113631,-0.07325247214893454,841990,"Parts, laboratory/industrial heating/cooling machiner",1.1801329884603708,0.08774851977382149,0.10197650114913483,False,2277788.2,0.2204490334454684,0.1471078143112786,1.3384169545103266,1.0805879373763543,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
37,37,0.5096711418799038,-0.008592661366926413,842121,Water filtering or purifying machinery or apparatus,0.8697170344302758,0.10046932704719004,0.1654758512826339,False,4472193.4,0.1465619750947199,0.35447520360098844,1.7655345206705466,0.826589904124221,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
38,38,-0.8430891265687444,-0.04524116654402455,842129,Filtering/purifying machinery for liquids nes,1.5643272501369374,0.08290469462230028,0.19805597330934874,False,5893279.0,0.39694630719337093,1.1257137097128977,2.4943026797071606,0.5574580297683398,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
39,39,-0.4863872506483295,-0.24966268736604422,842139,Filtering or purifying machinery for gases nes,0.753981143408738,0.08883335362077158,0.07374521316589687,False,5344233.0,0.22217998365915317,0.27656084972710593,2.5163521578572494,0.6223353876735602,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
40,40,0.33157631744133265,-0.0636163652726715,842199,Parts for filter/purifying machines for liquid/gas,1.261865947808027,0.08807598495142527,0.18354380976203355,False,8296162.4,0.2801497065917331,0.2810973996268307,2.4851937898569036,0.851931363517167,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
41,41,0.13267977489550548,0.5464659490554401,847420,"Machines to crush or grind stone, ores and minerals",0.2639028684733918,0.09241156251596905,0.018141628627440905,False,197668.4,0.02689673166951763,0.779656880569589,1.7436377018738003,1.6579746280231027,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
42,42,-0.3161512847215845,-0.03583346409964685,847982,"Machines to mix, knead, crush, grind, etc, nes",1.556650299556181,0.08385457912305586,0.29358258448216185,False,4371873.6,0.3428209321540156,0.3338027665544582,3.2121278018872306,0.7482132527767861,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
43,43,-0.7129385879347435,-0.3954898026700093,847990,Parts of machines and mechanical appliances nes,2.013471284322055,0.0697652336992011,0.04352639968789692,False,5191276.8,0.4698917580879532,0.05142347553564145,1.206028926257469,0.45669189751574024,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
44,44,0.14111152777525832,0.48243126662345986,850164,"AC generators, of an output > 750 kVA",0.6696934176733831,0.09689466332229715,0.030319932550589707,False,359664.8,0.10830948569524554,1.6128605697510607,1.80225017033856,0.9189499875816177,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
45,45,0.20824483957686235,0.400877942823248,850300,Parts for electric motors and generators,0.5464491450155301,0.08997050689359709,0.04997552211472702,False,2924019.2,0.01877748108069993,0.7827980346876875,1.147014005929366,1.6320455114661938,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
46,46,0.216302782627728,0.5018340055009629,850490,Parts of electrical transformers and inductors,0.3213831346180078,0.08296622011260604,0.036430186684376656,False,1155903.0,-0.03665717872632869,0.08596633048872217,1.2885428285232063,1.7679437904332478,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
47,47,-0.714079035329283,-0.42608894931117836,851410,Industrial electric resistance heated furnaces & oven,1.8716269272854322,0.06655896281952757,0.14157909618556788,False,796755.6,0.4261744630835071,0.09589276933701635,2.4777592633469814,0.8958289248084089,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
48,48,-0.5107723805907732,-0.23529610739514684,851420,"Industrial electric induction, dielectric furnace/ove",1.1890654532313336,0.07953084294536696,0.006415689899198521,False,12231.2,0.3021240375579671,0.2632969265464848,2.417974068411805,0.8009328267355118,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
49,49,-0.7663470518012352,-0.5076210767173455,851430,Industrial/laboratory electric furnaces and ovens nes,1.2534815078004446,0.07508610290075915,0.03375499396642676,False,88747.0,0.3048588896512514,0.28757476899678575,1.500470232575285,1.4022095902218805,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
50,50,-0.5213888156127848,-0.207852766304297,851490,Parts of industrial/etc electric furnaces/ovens nes,0.8381487265710779,0.08269625178972542,0.04250132959872426,False,213032.8,0.32759868038251666,0.19713998169317376,1.535635264413967,0.8267822344556747,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
51,51,-0.10608291221340964,-0.43176277345324926,854390,Parts of electrical machines and apparatus nes,0.7663019275832782,0.062194539638792345,0.005630588023869414,False,189883.6,0.15514127140251124,0.06381222990161692,0.5947480805286749,1.4055832636519265,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
52,52,-0.07758243139612514,-0.49974975456562115,901580,"Surveying, etc instruments nes",-0.6466237013764831,0.10209834453836153,0.06521992710752146,False,948910.0,0.01627578221569316,0.1323551497020112,0.7481644334293424,0.5192398963693535,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
53,53,-0.33429878665954715,-0.12572251078623733,902610,Equipment to measure or check liquid flow or level,1.3400624520868416,0.084555510792814,0.05368745449242761,False,984809.4,0.335609521583506,0.31526832851974107,2.3566927057191234,0.4824544946710782,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
54,54,-0.396762444740852,-0.25659000523911846,902620,Equipment to measure or check pressure,1.6777281838062588,0.08237369694937459,0.033377358949336126,False,1030664.8,0.40801470280289026,0.2264971706627936,2.650112303917049,0.6437487833772376,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
55,55,-0.38228679582166336,-0.010859702390300896,902680,"Equipment to measure, check gas/liquid properties nes",1.299487588600264,0.08661244622242532,0.03734181383124374,False,449242.6,0.27800249385608944,0.05902695896863303,2.7350651615796444,0.29091146287098896,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
56,56,-0.1600329937642954,-0.22306433068383802,902690,Parts of equipment to measure or check fluid variable,1.3264362184167022,0.08130451531393133,0.038230964426028344,False,538298.4,0.3394456456899204,0.1247368804778107,1.5894180183899334,0.7806713322417419,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
57,57,-0.8040236503030992,-0.11468199469817844,902710,Gas/smoke analysis apparatus,1.8172279914251677,0.07621094656893872,0.023876931679995703,False,462983.8,0.45992622792325233,0.3062328717823347,3.790189808559863,0.20444394111503456,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
58,58,-0.639077840281102,-0.3373533626403971,902720,"Chromatographs, electrophoresis instruments",1.6956546502562568,0.07104454244501238,0.014027524084766334,False,106725.6,0.48741234930980787,0.032372024240635,1.2786357796190897,0.6546903293551731,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
59,59,-0.5344701471644107,-0.3671820248401356,902750,Instruments nes using optical radiations,1.8824041475739202,0.07641417101851125,0.06889551226486362,False,1828828.4,0.425706902617591,0.016900553437931214,2.3638181976411032,0.27991445342411675,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
60,60,-0.6757230857206115,-0.25137576613688833,902780,"Equipment for physical or chemical analysis, nes",2.1042981401328182,0.07308429598322964,0.05353513717331687,False,2090315.4,0.4548091986397632,0.03708049611826307,2.0752607436454777,0.4512356963569579,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
61,61,-0.6098665697596722,-0.31042935681198913,902790,"Microtomes, parts of scientific analysis equipment",2.152726835560107,0.07453795433468904,0.03233111999993072,False,1160720.6,0.495474716524929,0.10380934355113286,1.9080304336074605,0.4197378559637555,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
62,62,-0.07740710823305702,-0.37933037151516263,903180,"Measuring or checking equipment, nes",1.3576587887834788,0.07411064646672752,0.09946859311744871,False,7330645.4,0.31592111385447097,0.1265636061365486,2.5580446953593534,0.7443796098232396,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
63,63,-0.11571175205731928,-0.3469658685181168,903190,"Parts and access for measuring, checking equipment ne",1.6525679189997233,0.07331989179394621,0.05268582676481586,False,1302016.8,0.35531176455068386,0.06608283738899327,1.9843351541594063,0.6017604865457558,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
64,64,-0.12214126476396929,-0.46607283706424807,903289,Automatic regulating/controlling equipment nes,1.3518234636054178,0.07972934767689424,0.1293137886224778,False,9558820.8,0.3041444008277045,0.546704576254786,1.4952422563692767,0.7241876899429835,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
65,65,0.3576078175205109,-0.08007414099850989,903290,Parts and accessories for automatic controls,0.7278379829319586,0.08642752509948814,0.04132179616930998,False,757761.2,0.15490566194806263,0.10386424071052441,1.111489986831028,0.78103477755327,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
66,66,-0.43756632460170963,-0.06062651134062368,903300,Parts/accessories nes for optical/electric instrument,0.862152128487673,0.09042024980428294,0.02559389653899924,False,251672.2,0.0973094534744298,0.06858649404392886,1.21963522084795,0.7429462977169868,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
67,67,0.26624060432288577,0.1796723801898389,441830,"Parquet panels and tiles, of wood",0.2787215129402041,0.09875722608178027,0.0064573281355317785,False,33487.4,-0.009934662716749022,0.5674940597644519,1.125743043559362,1.057396977832329,IX,"Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados"
68,68,0.07384743099065384,-0.482027836667109,901380,"Optical devices, appliances and instruments, nes",0.9023819801641044,0.034949995489166885,0.00048417337847164613,False,91238.8,0.19031767655443235,0.003207337579437682,0.057896906837480853,3.386723303313858,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
69,69,0.10029464249175091,-0.46402198485616075,901390,Parts and accessories of optical appliances nes,0.4326819939278532,0.05954072705218671,0.0016555721323652137,False,39568.2,0.20091008002491387,0.0028030661102902694,0.774363759796777,1.9343938800461153,XVIII,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios"
70,70,0.16690638148435377,0.2555327977265026,732510,"Cast articles, of non-malleable cast iron nes",0.3599922322171536,0.095573505139506,0.043158885206312676,False,394292.4,-0.026906556535667724,0.20475093325628804,2.009022918222156,1.3232715193342781,XV,Metales comunes y sus manufacturas
71,71,0.06811719247608046,-0.31589487925849935,840991,Parts for spark-ignition engines except aircraft,1.1572451436141689,0.08551497628287866,0.4317969818511138,False,47877099.6,0.2322347933110888,0.91314606019136,2.156960137891903,0.6146809823572632,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
72,72,-0.006959010724524297,0.5241015405951635,841013,"Hydraulic turbines, water wheels, power > 10000 kW",0.9444349469527137,0.10136919164289654,2.0895631582980885,True,1786577.8,0.236177777426371,12.873854062332063,1.7656737396998452,1.2284120715022873,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
73,73,-0.9466615692059946,0.04739200665407795,841320,Hand pumps not designed to measure flow,0.10194275005026285,0.07867886224420363,0.17734370620038703,False,455947.8,0.17894802180245759,0.08510307165460387,1.154180151897871,2.8227108718961698,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
74,74,-0.4660573534593387,-0.2176479681196923,841350,Reciprocating positive displacement pumps nes,1.0543306457179349,0.08119018200817876,0.3362836737807653,False,8812390.6,0.3446924074523259,0.11774020900483416,2.7283892764743305,0.5825736557284731,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
75,75,-0.42566466078726795,-0.2062477545767902,841360,Rotary positive displacement pumps nes,1.2936015636950087,0.08626604400452688,0.3643204415780263,False,7834458.0,0.35408093460166623,0.5937918888899046,2.3938815618290636,0.9764908977405781,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
76,76,-0.2527479068783531,-0.07397120245422505,841370,Centrifugal pumps nes,1.3333837914732718,0.08482490460349183,0.9513645089575034,False,45001629.2,0.3256369764917964,0.5289599018551003,1.6579248557935546,1.2331093011947947,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
77,77,0.09314402597663689,-0.2356192829422689,841381,Pumps nes,0.625870835285457,0.09191605623993372,0.14352682557115648,False,2093961.4,0.12146554648344639,0.22043883311159795,0.7576906030220943,0.7039159634946467,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
78,78,-0.554494628972694,0.28382526174575856,841410,Vacuum pumps,1.7009822547088151,0.06624651196177497,0.24027625519437829,False,3474490.2,0.40944618630145396,0.241264983833994,2.857983829353484,0.40521350130480815,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
79,79,0.07697355051282896,-0.40853682271913316,841430,Compressors for refrigerating equipment,1.2931830959296093,0.08093682398840168,0.0638709848315226,False,3036650.0,0.2407038072231314,2.3300636201284552,0.8652280847014941,1.7205908762400743,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
80,80,0.3910503517454817,-0.5775435585169902,841440,Air compressors mounted on wheeled chassis for towing,-0.07991139567997489,0.08735210400093352,0.3921092334514039,False,1000731.2,0.08406852934317842,0.2961922501162968,1.3625552564073562,1.111068499518569,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
81,81,0.061402657246385724,-0.23160366769962973,841480,"Air or gas compressors, hoods",1.3938329151577102,0.0895147966745574,0.29633885285274114,False,20485047.4,0.3310798675331261,0.5714379839831293,2.0645115670180183,0.8664191446790545,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
82,82,0.2088023758317642,-0.15614111028047262,841490,"Parts of vacuum pumps, compressors,fans,blowers,hoods",1.436241313865761,0.08438901531091368,0.06852167069653392,False,3586230.4,0.3062887645336002,0.3406161839545805,1.131628704439192,0.8572960244803828,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
83,83,-0.34051256224762694,-0.03264312173065752,842119,Centrifuges nes,1.0022962786138854,0.0796165539210182,0.22211116791366983,False,1569059.4,0.2853879885533598,0.17422646857292862,4.510240448472687,0.7557147972570041,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
84,84,-0.4701845002671921,0.1776891188273955,842191,"Parts of centrifuges, including centrifugal dryers",1.593717123532281,0.08649981872806156,0.14396997417610993,False,466834.6,0.3645383393797101,0.08900251403024832,3.000897399164106,0.3854387457979617,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
85,85,-0.32291000336470144,-0.008770893416090508,842220,Machinery for cleaning/drying bottles/containers nes,1.1285867028760306,0.08758047877307996,0.6258085224511007,False,1362175.6,0.2345293345707578,0.30131990654218016,3.3906368075020787,0.41455635336292035,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
86,86,0.2557926630736559,0.16050883505971528,847439,"Mixing, kneading machines for minerals except bitumen",-0.6074271912335922,0.10204449094231974,0.33583971867679596,False,692894.0,-0.09101578043791224,0.533038712768476,2.319149110376839,1.3530305242502432,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
87,87,0.4943566454682404,0.04688365321050219,848110,"Valves, pressure reducing",1.063579882602661,0.09023662572685914,0.7366033247921849,False,8130511.0,0.2286124605012459,0.2887548896674654,1.4281462583589932,0.6102977970418432,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
88,88,0.3398691638665417,-0.23050885636157614,848130,"Valves, check",1.3355872628045677,0.07285491751360419,0.09313726575282352,False,890410.0,0.3807921022176929,0.20289698430745767,1.6539008895128964,1.1109761016473179,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
89,89,-0.1372092859443976,-0.20752706472308183,848140,"Valves, safety or relief",1.7912490209667884,0.07961672277113797,0.12622358717349524,False,1846046.2,0.41132863861570823,0.15672771221003257,1.8004838223284476,0.2991409222337171,XVI,"Aparatos mecánicos y eléctricos, sus partes y accesorios"
