index,code,density,rca_arg,rca_bra,rca_deu,rca_chn,pci,cog,description,export,category,id,selection_criteria,environmental_service
75,841360,0.0862660440045268,0.3643204415780263,0.5937918888899046,2.393881561829064,0.9764908977405781,1.2936015636950091,0.3540809346016662,Bombas volumetricas rotativas,7834458.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841360,VCR|complejidad,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento.
76,841370,0.0848249046034918,0.9513645089575034,0.5289599018551003,1.6579248557935546,1.233109301194795,1.3333837914732718,0.3256369764917964,Bombas centrifugas,45001629.2,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841370,VCR|complejidad,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento.
77,841381,0.0919160562399337,0.1435268255711564,0.2204388331115979,0.7576906030220943,0.7039159634946467,0.625870835285457,0.1214655464834463,Bombas para liquidos,2093961.4,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841381,,Manejo de aguas residuales y potabilización del agua
78,841410,0.0662465119617749,0.2402762551943782,0.24126498383399397,2.857983829353484,0.4052135013048081,1.7009822547088151,0.4094461863014539,Bombas de vacio.,3474490.2,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841410,VCR|complejidad,"Equipo de manejo de aire. Se utiliza en varias aplicaciones medioambientales, por ejemplo, la desulfuración de los gases de combustión (el proceso mediante el cual se elimina el azufre de los gases de escape de combustión)."
79,841430,0.0809368239884016,0.0638709848315226,2.3300636201284552,0.8652280847014941,1.7205908762400743,1.2931830959296091,0.2407038072231314,Compresores del tipo de los utilizados en los equipos frigorificos.,3036650.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841430,,"Equipo de manejo de aire. Transporte o extracción de aire contaminado, gases corrosivos o polvo"
80,841440,0.0873521040009335,0.3921092334514039,0.2961922501162968,1.3625552564073562,1.1110684995185691,-0.0799113956799748,0.0840685293431784,"Compresores de aire montados en chasis remolcable, de ruedas.",1000731.2,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841440,,"Equipo de manejo de aire. Transporte o extracción de aire contaminado, gases corrosivos o polvo"
81,841480,0.0895147966745574,0.2963388528527411,0.5714379839831293,2.0645115670180183,0.8664191446790545,1.3938329151577102,0.3310798675331261,Bombas y compresores de aire,20485047.4,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841480,proximidad|complejidad|VCR,"Equipo de manejo de aire. Transporte o extracción de aire contaminado, gases corrosivos o polvo."
82,841490,0.0843890153109136,0.0685216706965339,0.3406161839545805,1.1316287044391922,0.8572960244803828,1.4362413138657608,0.3062887645336002,Partes de bombas y compresores de aire; de ventiladores; de campanas a,3586230.4,"Aparatos mecánicos y eléctricos, sus partes y accesorios",841490,,"Equipo de manejo de aire. Transporte o extracción de aire contaminado, gases corrosivos o polvo. Transporte o extracción de aire contaminado y gases o polvos corrosivos"
83,842119,0.0796165539210182,0.2221111679136698,0.1742264685729286,4.510240448472686,0.7557147972570041,1.0022962786138854,0.2853879885533598,Centrifugadoras y secadoras centrifugas.,1569059.4,"Aparatos mecánicos y eléctricos, sus partes y accesorios",842119,,Limpieza o remediación de suelo y agua
84,842191,0.0864998187280615,0.1439699741761099,0.0890025140302483,3.0008973991641064,0.3854387457979617,1.593717123532281,0.3645383393797101,Partes de centrifugadoras y de secadoras centrifugas.,466834.6,"Aparatos mecánicos y eléctricos, sus partes y accesorios",842191,proximidad|complejidad,Se usa para el mantenimiento y reparación de equipos que eliminan el aceite que flota en el agua y se usa comúnmente para la remediación de derrames de petróleo.
85,842220,0.0875804787730799,0.6258085224511007,0.3013199065421801,3.3906368075020787,0.4145563533629203,1.1285867028760306,0.2345293345707578,Maquinas y aparatos para limpiar o secar botellas y demas recipientes,1362175.6,"Aparatos mecánicos y eléctricos, sus partes y accesorios",842220,proximidad|complejidad|VCR2011|ICP,Se utiliza para limpiar y secar botellas para que puedan ser recicladas y reutilizadas.
86,847439,0.1020444909423197,0.3358397186767959,0.533038712768476,2.3191491103768387,1.3530305242502432,-0.6074271912335922,-0.0910157804379122,"Maquinas y aparatos para mezclar o malaxar tierras, piedras",692894.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",847439,,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
87,848110,0.0902366257268591,0.7366033247921849,0.2887548896674654,1.4281462583589932,0.6102977970418432,1.063579882602661,0.2286124605012459,Valvulas reductoras de presion,8130511.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",848110,VCR2011|ICP,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento.
88,848130,0.0728549175136041,0.0931372657528235,0.2028969843074576,1.6539008895128964,1.1109761016473179,1.3355872628045675,0.3807921022176929,Valvulas de retencion.,890410.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",848130,,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
89,848140,0.0796167227711379,0.1262235871734952,0.1567277122100325,1.8004838223284476,0.2991409222337171,1.7912490209667884,0.4113286386157082,Valvulas de alivio o de seguridad,1846046.2,"Aparatos mecánicos y eléctricos, sus partes y accesorios",848140,,Para manipulación y transporte de aguas residuales o lodos durante el tratamiento
