,source,target,weight
152,842199,848340,0.5789473684210527
153,842199,850590,0.5789473684210527
154,842199,903039,0.631578947368421
155,842199,860729,0.5909090909090909
156,842199,860799,0.5789473684210527
157,842199,871639,0.5789473684210527
158,847420,850164,0.6521739130434783
159,847420,850161,0.5238095238095238
160,847982,842119,0.6875
161,847982,842220,0.6875
162,847982,902680,0.6470588235294118
163,847982,841370,0.6470588235294118
164,847982,842191,0.625
165,847982,848180,0.5882352941176471
166,847982,853010,0.5789473684210527
167,847990,851410,0.6153846153846154
168,850164,846694,0.6086956521739131
169,850164,860800,0.5769230769230769
170,850300,732690,0.6923076923076923
171,850300,850490,0.6666666666666666
172,850300,700800,0.64
173,850300,441830,0.6
174,850300,732510,0.6
175,850300,392690,0.6
176,850300,850431,0.5769230769230769
177,850300,392113,0.6
178,850300,730890,0.6333333333333333
179,850300,732183,0.6
180,850300,761090,0.6538461538461539
181,850490,850431,0.5925925925925926
182,850490,850432,0.5757575757575758
183,850490,252100,0.37037037037037035
184,850490,732690,0.5925925925925926
185,851410,391400,0.5833333333333334
186,851410,860310,0.5833333333333334
187,851410,860799,0.5882352941176471
188,851420,841350,0.6428571428571429
189,851420,283220,0.5384615384615384
190,851420,848360,0.6153846153846154
191,851430,391400,0.6428571428571429
192,851490,841350,0.6
193,851490,560300,0.5789473684210527
194,851490,848360,0.6
195,854390,903090,0.7142857142857143
196,854390,854380,0.6428571428571429
197,854390,903190,0.625
198,854390,850619,0.625
199,901580,901590,0.6666666666666666
200,902610,902519,0.5714285714285714
201,902610,902620,0.6153846153846154
202,902610,902690,0.5882352941176471
203,902610,842191,0.6153846153846154
204,902620,902690,0.5882352941176471
205,902620,902720,0.6153846153846154
206,902620,902750,0.6153846153846154
207,902620,902790,0.6153846153846154
208,902620,842191,0.6153846153846154
209,902680,902750,0.5882352941176471
210,902680,903180,0.5882352941176471
211,902680,841370,0.6470588235294118
212,902680,848180,0.5882352941176471
213,902680,860799,0.5882352941176471
214,902690,848140,0.6470588235294118
215,902690,841370,0.5882352941176471
216,902690,841490,0.6111111111111112
217,902690,848130,0.5882352941176471
218,902710,860730,0.6363636363636364
219,902710,850162,0.5833333333333334
220,902710,680690,0.5833333333333334
221,902720,902790,0.7272727272727273
222,902720,902750,0.6153846153846154
223,902750,903010,0.5714285714285714
224,902750,902780,0.6153846153846154
225,902750,902790,0.6923076923076923
226,902780,902790,0.7272727272727273
227,902780,903140,0.6363636363636364
228,902780,680690,0.5833333333333334
229,902790,842381,0.5454545454545454
230,902790,903140,0.6363636363636364
231,902790,680690,0.5833333333333334
232,903180,903190,0.625
233,903180,902580,0.6
234,903190,848140,0.6875
235,903190,903289,0.625
236,903190,903081,0.55
237,903190,850619,0.625
238,903289,841459,0.6666666666666666
239,903289,281512,0.4666666666666667
240,903289,841490,0.6111111111111112
241,903289,854380,0.6
242,903289,870390,0.6
243,903300,848110,0.5769230769230769
244,903300,850432,0.5757575757575758
245,903300,853080,0.5769230769230769
246,441830,761090,0.6538461538461539
247,441830,732690,0.6153846153846154
248,441830,681091,0.64
249,732510,732690,0.6538461538461539
250,732510,850433,0.5217391304347826
251,732510,732190,0.6086956521739131
252,732510,761090,0.5769230769230769
253,732510,853720,0.6153846153846154
254,732510,860800,0.5769230769230769
255,840991,841480,0.6111111111111112
256,840991,841430,0.5294117647058824
257,840991,848140,0.5882352941176471
258,840991,848180,0.5882352941176471
259,841013,282410,0.35714285714285715
260,841320,381511,0.5454545454545454
261,841320,283210,0.4166666666666667
262,841350,848360,0.6428571428571429
263,841350,841370,0.5882352941176471
264,841360,848360,0.5833333333333334
265,841360,860730,0.5833333333333334
266,841370,848140,0.6470588235294118
267,841370,848180,0.6470588235294118
268,841370,841459,0.5882352941176471
269,841370,848190,0.6111111111111112
270,841381,841480,0.5555555555555556
271,841410,903220,0.5833333333333334
272,841410,903120,0.5
273,841430,853939,0.5
274,841440,860290,0.47368421052631576
275,841480,841490,0.6666666666666666
276,841480,848140,0.6666666666666666
277,841480,850590,0.6666666666666666
278,841480,860799,0.6666666666666666
279,841480,860712,0.5555555555555556
280,841480,848190,0.6111111111111112
281,841480,903039,0.5789473684210527
282,841490,848190,0.6666666666666666
283,841490,848140,0.6111111111111112
284,841490,846694,0.6190476190476191
285,841490,850590,0.6111111111111112
286,841490,903039,0.5789473684210527
287,841490,860799,0.6111111111111112
288,842119,842191,0.6428571428571429
289,842119,848340,0.6428571428571429
290,842191,848340,0.6923076923076923
291,842191,870390,0.6153846153846154
292,842220,842290,0.625
293,847439,761090,0.46153846153846156
294,848110,392030,0.6086956521739131
295,848110,848140,0.6
296,848110,848190,0.6
297,848130,848190,0.6111111111111112
298,848130,841869,0.5
299,848140,848190,0.6666666666666666
300,848180,848340,0.6470588235294118
301,848180,960350,0.5882352941176471
302,848180,701939,0.55
303,848180,850720,0.5294117647058824
304,848180,960390,0.4117647058823529
305,848180,850163,0.5882352941176471
306,850440,850220,0.5
307,854380,283524,0.4166666666666667
308,854380,901320,0.5833333333333334
309,854380,903090,0.5833333333333334
310,902511,901530,0.6153846153846154
311,902519,860120,0.42857142857142855
312,902580,900580,0.5333333333333333
313,902810,860729,0.5
314,903220,848340,0.6923076923076923
315,903220,730230,0.5
316,903220,540500,0.46153846153846156
317,903281,853921,0.2857142857142857
318,252220,392010,0.5588235294117647
319,281610,848360,0.5
320,701990,701939,0.5714285714285714
321,842490,560300,0.5789473684210527
322,280110,392010,0.4473684210526316
323,281410,290511,0.5714285714285714
324,281511,560790,0.3793103448275862
325,281511,392490,0.36
326,281512,290511,0.2857142857142857
327,281830,870892,0.4444444444444444
328,282010,860390,0.4
329,282090,381511,0.4166666666666667
330,283510,841940,0.42857142857142855
331,283529,903039,0.55
332,283525,860120,0.46153846153846156
333,283526,850432,0.45454545454545453
334,392690,732690,0.6923076923076923
335,392690,902890,0.5833333333333334
336,580190,700991,0.4666666666666667
337,730900,320910,0.6857142857142857
338,730900,730890,0.6571428571428571
339,730900,731010,0.6
340,730900,731029,0.6285714285714286
341,731010,320910,0.6451612903225806
342,731010,731029,0.6363636363636364
343,731021,320910,0.6666666666666666
344,731021,392020,0.6363636363636364
345,731021,731029,0.5757575757575758
346,731021,392010,0.5882352941176471
347,731021,730890,0.5757575757575758
348,731029,730690,0.5263157894736842
349,731029,320910,0.5757575757575758
350,842382,903110,0.42857142857142855
351,842389,320910,0.5483870967741935
352,842389,890790,0.4482758620689655
353,681099,681091,0.4782608695652174
354,780600,730690,0.47368421052631576
355,851629,841869,0.42857142857142855
356,901320,903140,0.6363636363636364
357,960310,560790,0.5172413793103449
358,960310,871492,0.4782608695652174
359,392020,392010,0.5882352941176471
360,870892,732183,0.6842105263157895
361,870892,842290,0.6666666666666666
362,870892,732190,0.631578947368421
363,870892,732690,0.6153846153846154
364,870892,850980,0.6111111111111112
365,870892,860729,0.5909090909090909
366,284700,390940,0.45454545454545453
367,320910,392010,0.6176470588235294
368,320910,392510,0.6176470588235294
369,320910,853080,0.6129032258064516
370,320910,860800,0.5806451612903226
371,320910,392111,0.5806451612903226
372,320910,730890,0.5806451612903226
373,320990,392510,0.5588235294117647
374,391400,860400,0.5
375,391400,860310,0.5833333333333334
376,220710,392510,0.4722222222222222
377,700800,871639,0.6818181818181818
378,700800,680800,0.5909090909090909
379,700800,730290,0.5833333333333334
380,700800,732690,0.6153846153846154
381,700800,392111,0.6071428571428571
382,700800,681091,0.6086956521739131
383,700800,730890,0.6333333333333333
384,700800,761090,0.6153846153846154
385,853931,853921,0.5714285714285714
386,390940,860799,0.6
387,450410,450490,0.2857142857142857
388,530310,530599,0.23076923076923078
389,560721,860210,0.375
390,560811,560890,0.59375
391,560811,950720,0.52
392,630510,560790,0.3793103448275862
393,691010,732183,0.42105263157894735
394,701931,850980,0.5882352941176471
395,730431,842290,0.5882352941176471
396,730431,860799,0.5882352941176471
397,730490,730630,0.5
398,730630,392113,0.56
399,732190,732183,0.7368421052631579
400,732190,850980,0.5789473684210527
401,732690,761090,0.7307692307692307
402,732690,730890,0.7
403,732690,392113,0.6923076923076923
404,732690,853720,0.6538461538461539
405,732690,846694,0.6153846153846154
406,732690,850980,0.5769230769230769
407,732690,392111,0.6428571428571429
408,732690,681019,0.6153846153846154
409,732690,681091,0.5769230769230769
410,732690,860800,0.5769230769230769
411,761290,850432,0.5555555555555556
412,841280,841459,0.5714285714285714
413,841459,871419,0.5
414,841581,850163,0.47058823529411764
415,842290,850980,0.5882352941176471
416,842290,860799,0.5882352941176471
417,842833,761090,0.6538461538461539
418,842833,871420,0.5238095238095238
419,842833,681091,0.6086956521739131
420,842940,860290,0.3888888888888889
421,846291,846694,0.6190476190476191
422,846291,850434,0.5
423,846291,860799,0.5789473684210527
424,846596,850980,0.5882352941176471
425,846596,732113,0.4166666666666667
426,846694,903039,0.6190476190476191
427,846694,860799,0.6666666666666666
428,848190,850590,0.6666666666666666
429,848190,903039,0.631578947368421
430,848340,860799,0.6470588235294118
431,848360,860721,0.5833333333333334
432,848360,903110,0.5
433,848360,680690,0.5833333333333334
434,850162,903020,0.5833333333333334
435,850421,850422,0.625
436,850422,853720,0.5555555555555556
437,870290,860791,0.45
438,901540,903081,0.5
439,901590,903081,0.4444444444444444
440,902830,902890,0.56
441,903089,903090,0.6666666666666666
442,903110,400259,0.42857142857142855
443,940510,940520,0.5384615384615384
444,940520,700992,0.5555555555555556
445,392111,730890,0.7
446,392111,392113,0.6785714285714286
447,392111,681011,0.6071428571428571
448,392111,761090,0.6071428571428571
449,392113,730890,0.6
450,392113,761090,0.5769230769230769
451,560790,560890,0.53125
452,680610,681091,0.5652173913043478
453,681011,761090,0.6666666666666666
454,681011,730890,0.6
455,681019,761090,0.6538461538461539
456,681019,853720,0.6538461538461539
457,681091,761090,0.7307692307692307
458,730210,860310,0.5833333333333334
459,730240,860719,0.5555555555555556
460,730240,860290,0.5
461,730890,761090,0.7
462,732183,761090,0.5769230769230769
463,761090,853080,0.5769230769230769
464,761090,853720,0.5769230769230769
465,830630,853939,0.42857142857142855
466,853010,860800,0.6153846153846154
467,853010,853090,0.5789473684210527
468,853010,860799,0.5789473684210527
469,853080,860800,0.5769230769230769
470,853090,860799,0.5882352941176471
471,853921,853939,0.42857142857142855
472,860110,860310,0.5833333333333334
473,860210,860290,0.5
474,860310,860799,0.5882352941176471
475,860310,860711,0.5454545454545454
476,860310,860390,0.45454545454545453
477,860610,860630,0.5882352941176471
478,860610,860719,0.5333333333333333
479,860630,860691,0.6470588235294118
480,860630,860692,0.6470588235294118
481,860630,860699,0.6111111111111112
482,860691,860692,0.6428571428571429
483,860719,860799,0.6470588235294118
484,860729,860791,0.6363636363636364
485,871491,871495,0.7
486,871492,871499,0.5555555555555556
487,871493,871494,0.6363636363636364
488,871493,871496,0.6363636363636364
489,871494,871496,0.6
490,871496,871499,0.5625
