index,prod_code,pci,rca_arg,isGreen
0,010111,-0.14146769608643642,1.2922125681967713,0
1,010119,0.17561627058508214,4.779003583194172,0
2,020130,-0.06698209433714886,10.837620546016595,0
3,020210,-0.9802292888459847,12.547910484801616,0
4,020220,-1.0248058766277388,1.1608244542019321,0
5,020230,-0.7341483606861682,7.5784439848226475,0
6,020321,-0.2848582696708245,1.8648151292291304,0
7,020430,-0.7119466493282752,6.924952337429349,0
8,020500,-0.5744523588943742,39.07486473809562,0
9,020621,-0.552751146664697,15.079861472906728,0
10,020622,-0.49643029416211293,30.94386298879364,0
11,020629,-0.7783764497609784,12.939185492126887,0
12,020680,-0.8681307214077458,3.9960047239298424,0
13,020690,-0.8536157258042549,2.310267781806685,0
14,020721,-0.7421126908600736,11.497980594985128,0
15,020741,-0.33015775900060435,3.9335188429314765,0
16,020810,0.20069601569956957,12.825039510630944,0
17,030377,-0.7773061055564932,5.6462956542972655,0
18,030378,-1.0965672406111968,34.47953491113643,0
19,030379,-1.9210919140308313,6.000710164205037,0
20,030420,-1.1935440542003821,4.43470656906611,0
21,030490,-1.1087296569904974,3.4682289266156414,0
22,030563,-1.148675792814229,40.92575078127509,0
23,030611,-1.7627938788807391,1.8557280398063691,0
24,030613,-2.2017341185741572,16.070826406157295,0
25,030614,-1.4375684312834467,2.5969180124287448,0
26,030729,-0.12859235132068905,13.599342910884797,0
27,030749,-1.580866379024303,2.0222460399089,0
28,030799,-1.8088891590439349,9.576041384691303,0
29,040210,0.12405730016097512,2.5204069372413933,0
30,040221,-1.0239465469170257,12.630789848762833,0
31,040410,0.6839104003028166,6.68625791005518,0
32,040490,0.02798542938750509,1.252137644074007,0
33,040500,0.11528076207438825,1.1940916479012327,0
34,040610,-0.21619315337964987,3.7270294380543243,0
35,040620,0.059312773974530254,1.0120715246540621,0
36,040640,0.7164863220119885,2.9940398919836606,0
37,040690,-0.06736412316466686,1.6757470846790758,0
38,040811,0.21855598901548787,6.377344421551131,0
39,040891,0.5814098738908376,12.272909643533113,0
40,040899,0.24407618418352042,1.1329722077563116,0
41,040900,-0.9833604983789754,20.278940853702355,0
42,050400,-0.8538398924036428,2.277026821551491,0
43,050590,0.13290813815920846,13.863499335064501,0
44,050690,-0.23725689841079,1.5638961677122158,0
45,051000,-1.5195668960702542,9.523623371661065,0
46,051110,0.28206949463695685,1.550801748479132,0
47,051191,-0.7911015717363954,3.9645984820364,0
48,051199,-0.6540060346675057,2.2455200048789568,0
49,070310,-1.7722787021077688,1.6932653265192736,0
50,070320,-1.5981985255148732,13.335640975250577,0
51,070890,-1.4643716479225382,4.708513890626256,0
52,071120,-1.0281536188602787,8.654205965789288,0
53,071310,-0.8634592491193384,3.4706962313071306,0
54,071320,-1.445904338614856,15.056150807888587,0
55,071331,-2.145620411477004,7.705049404350726,0
56,071332,-2.0449351560665567,2.9026995142725,0
57,071333,-1.9235397818432824,46.321722295233556,0
58,071339,-2.103286775899932,3.280906577465448,0
59,080231,-0.6913489893146417,2.6458579449473114,0
60,080510,-1.3209217574047847,1.9663297845797563,0
61,080520,-1.1498648246651173,2.6633376098669967,0
62,080530,-1.2582239921859737,20.5525696753949,0
63,080620,-1.224298746996428,9.168453626114244,0
64,080810,-0.7123140435123827,3.450333494049542,0
65,080820,-1.3897123451322124,34.569373066494734,0
66,080920,-0.9697524259607674,1.8766088725717696,0
67,081040,-0.6261782160647492,13.00212136805556,0
68,081110,-0.8328648799584765,1.9421842145900756,0
69,081320,-0.9118046628327247,25.414799550429173,0
70,081330,-0.6503711812115457,10.01873959715282,0
71,081400,-1.5986785331669955,7.1397159605676785,0
72,090220,-1.5979586291901702,1.0148202064633423,0
73,090240,-2.387826160093427,7.003945307761726,0
74,090300,-1.4838835819788445,122.88876536011648,0
75,090920,-1.3440316547239932,8.170288353778462,0
76,100110,-0.8165225158184678,1.7127295104701685,0
77,100190,0.023505370066501496,12.359871971377862,0
78,100300,0.15700376635206614,19.18784555119554,0
79,100510,-0.9937951351886722,18.48741786747055,0
80,100590,-0.5590140106561079,35.047802333542634,0
81,100610,-1.4096643066434233,4.834337928557434,0
82,100620,-1.2349006779377834,4.627693711038212,0
83,100630,-2.058386169097757,1.9556408433552874,0
84,100640,-1.945037837958712,2.1910605065821045,0
85,100700,-1.833619499054549,16.305766206960477,0
86,100820,-1.2358672447607904,2.2755400063434608,0
87,100830,-0.1954085347122607,25.508962282435462,0
88,110100,-1.5355724729157116,9.683395795428504,0
89,110220,-1.2185702701881358,1.8361556965534993,0
90,110311,-0.7672847331310927,11.03579664303622,0
91,110313,-0.5657232405910694,5.486201893529852,0
92,110321,-0.1361398016259001,6.075714628789894,0
93,110423,-0.6872404738446097,30.96931971195657,0
94,110429,-0.7233920274600519,1.1571360353398836,0
95,110610,-0.7833475186029916,3.180762843872317,0
96,110710,0.2311161972796181,24.609526807199657,0
97,110720,-0.3774322344844849,3.7320675931068523,0
98,110811,0.4231498887934025,5.624054574885399,0
99,110812,-0.12641011281658415,4.936504455478219,0
100,120100,-1.0430891385362968,14.995976537235249,0
101,120210,-1.9206039335042275,2.660687944744673,0
102,120220,-2.0185394626213324,44.798237264328534,0
103,120300,-1.7980746179689484,1.7212228020772002,0
104,120400,-0.24718743830325335,1.6793901062075365,0
105,120600,-0.3280107085776995,6.719464065314696,0
106,120720,-1.9338575550615116,5.729191593986503,0
107,120799,-1.333860625803062,4.101997632274496,0
108,120810,-1.219105831275504,2.924832902787094,0
109,120890,-1.0733672725773764,1.2743441963524822,0
110,120922,0.05284333326171697,7.787856423733196,0
111,120923,0.6194094204032724,1.260157452251382,0
112,120925,0.8599435614854493,5.329128285415846,0
113,120929,-0.7138935520524644,4.5451433422312135,0
114,120991,-0.4716573396791453,1.9358896332874251,0
115,120999,-1.3948617402003203,1.4220990174034205,0
116,121410,-0.6465268520317835,9.059277147378934,0
117,130190,-2.123729306543542,2.4664606605553994,0
118,140110,-1.2969008520801897,3.495127525203567,0
119,140190,-1.0170519413138244,20.33841553620016,0
120,140420,-2.0875396468115017,2.0405552132205176,0
121,150200,-0.42264152029465435,2.8900113707383497,0
122,150300,0.08945936649843594,2.6567184440930904,0
123,150590,0.01133826573700047,3.5791334774526695,0
124,150710,-1.1378066270823626,125.44425600058274,0
125,150790,-1.1413058261438724,24.524590703450478,0
126,150810,-2.28688888818707,95.15965437318178,0
127,150890,-1.2795713185778816,1.748077834200253,0
128,150910,-0.9698045325372089,3.0846047241610153,0
129,150990,-0.9948793943761505,1.1536225792249182,0
130,151211,-1.1970366721856986,16.553697238980956,0
131,151219,-0.869671660548801,8.207461438351155,0
132,151229,-1.4593168113969792,25.75920373412612,0
133,151521,-0.2825272663273875,10.619152152352733,0
134,151529,-0.9224857603189834,2.028195626385377,0
135,151590,-0.6540897471974837,2.593655666522671,0
136,151710,-1.0582810506939182,1.3118926100291983,0
137,151790,-0.8567186837459764,7.401474403524366,0
138,151800,-0.40593644372452725,7.519180283373855,0
139,151911,-0.20742706690223506,3.0548557044474394,0
140,151912,-0.7544585469752362,7.283339068772407,0
141,151919,-1.2596813634436752,4.101824986459129,0
142,152010,0.04305495264542377,17.53324960271087,0
143,152090,-0.19496596833554738,13.434809644547853,0
144,152190,-1.5482041723304036,7.187545472274692,0
145,160250,-0.7617879211828883,8.632984522231801,0
146,160416,-1.0195336981608922,2.028006937124571,0
147,160590,-1.623124243606277,1.1334562824777212,0
148,170111,-2.017519576918792,1.2419734126215343,0
149,170199,-1.5143135985832452,1.3729115993938394,0
150,170230,0.04629292251142344,1.9702014884459653,0
151,170240,-0.3560395861097165,1.8089621834194483,0
152,170290,-0.42253420033054107,2.0013125641212977,0
153,170490,-0.4995208447977174,1.295340296728736,0
154,180690,-0.08370943688881248,2.0363638667228967,0
155,190110,-0.23563553855307845,3.469479128641604,0
156,190120,0.1956221270558755,2.358752774685096,0
157,190190,-0.3952583679830485,2.295052011413804,0
158,190520,-0.0010644426555619282,2.143911699574436,0
159,190530,-0.8165607095295391,1.1303423704368887,0
160,200410,0.42956690736682757,9.383658326970798,0
161,200520,-0.09576797280603994,1.3689265070699588,0
162,200570,-1.1474365496952168,10.90445723131933,0
163,200799,-0.8395411553180618,2.6334306113522317,0
164,200811,-1.2519858567689026,48.26011838613499,0
165,200830,-0.19248791289214903,1.455748965486528,0
166,200840,-0.3722624666274042,3.253187977404635,0
167,200870,-0.5374303714279703,4.403130884494136,0
168,200880,0.19360838838873032,1.3498096753025917,0
169,200911,-0.556933179618279,1.1447389002674928,0
170,200920,-0.6300698306318028,2.3821318639418436,0
171,200930,-1.1023204332812395,49.018982028556216,0
172,200960,-0.28314464377949083,39.32256299719342,0
